Ticker,Close,Signal,Score,Target,StopLoss,RSI,RSI_Weekly,RSI_Monthly,ADX,Vol_Ratio,Return_1D_pct,Pct_vs_MA50,Pct_vs_MA200,PE_Ratio,MACD,MACD_Signal_Line,MACD_Hist,ATR,StochRSI_K,Williams_R,Supertrend_Dir,BB_PctB,Pct_from_52W_High,Pct_from_52W_Low,Pivot,R1,R2,S1,S2,Trend_Phase,Buy_Rules,Sell_Rules,Rules_Fired,ROE_pct,Debt_Equity,Div_Yield,Sector
BAJFINANCE,1095.0,STRONG BUY,89,1155.21,1058.87,55.1,60.9,70.1,17.8,0.37,0.0,5.09,12.89,33.2,14.2089,20.2507,-6.0418,24.09,10.1,-74.6,1,48.2,-6.9,39.8,1097.03,1103.47,1111.93,1088.57,1082.13,Markup,"Supertrend Bull, EMA Ribbon Bull, StochRSI Reversal, OBV Confirm, Rel Strong",None,"Supertrend Bull, EMA Ribbon Bull, StochRSI Reversal, OBV Confirm, Rel Strong",,314.83,49.0,Financial Services
ESCORTS,3086.6,STRONG BUY,89,3234.36,2997.94,56.1,51.9,59.3,33.8,0.38,-0.18,3.78,-4.69,24.3,33.6348,40.7713,-7.1364,59.11,16.6,-66.1,1,55.8,-24.9,15.6,3083.83,3115.67,3144.73,3054.77,3022.93,Consolidation,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",,1.31,108.0,Capital Goods
NAM-INDIA,1251.0,STRONG BUY,87,1337.1,1199.34,63.3,61.6,70.0,17.3,1.44,1.5,6.41,27.18,49.5,15.4976,9.2356,6.262,34.44,93.5,-13.7,1,109.0,-1.2,63.8,1246.47,1266.83,1282.67,1230.63,1210.27,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong, Near 52W High",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong, Near 52W High",,1.62,174.0,Financial Services
ACMESOLAR,401.6,STRONG BUY,87,436.64,380.58,67.0,65.7,46.1,18.7,1.98,1.06,8.58,41.37,39.6,5.5987,3.0533,2.5455,14.02,94.2,-19.6,1,112.3,-2.4,105.2,401.93,410.97,420.33,392.57,383.53,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong, Near 52W High",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong, Near 52W High",,393.19,5.0,Power
ENDURANCE,3029.5,STRONG BUY,87,3235.07,2906.16,65.6,63.1,52.1,24.1,1.67,0.93,9.81,17.52,43.9,79.5792,74.5771,5.0021,82.23,39.0,-13.2,1,80.8,-1.4,42.0,3024.17,3077.33,3125.17,2976.33,2923.17,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong, Near 52W High",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong, Near 52W High",,19.39,38.0,Automobile and Auto Components
JINDALSAW,291.65,STRONG BUY,87,315.68,277.23,69.8,61.7,66.7,16.5,9.29,8.12,10.8,39.26,28.5,4.4538,3.1334,1.3204,9.61,53.3,-17.3,1,118.6,-2.3,92.4,287.08,302.97,314.28,275.77,259.88,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong, Near 52W High",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong, Near 52W High",,38.19,74.0,Capital Goods
GLENMARK,2317.9,STRONG BUY,87,2453.41,2236.59,56.7,59.6,56.1,13.1,0.47,-0.64,3.69,8.7,35.0,21.5212,17.2693,4.2519,54.2,45.1,-20.7,1,78.0,-6.3,29.3,2323.17,2343.33,2368.77,2297.73,2277.57,Markup,"Value+Momentum, Supertrend Bull, EMA Ribbon Bull, Rel Strong",None,"Value+Momentum, Supertrend Bull, EMA Ribbon Bull, Rel Strong",,5.65,33.0,Healthcare
BALKRISIND,2350.8,STRONG BUY,86,2537.68,2238.67,51.9,53.9,65.1,25.2,0.15,-1.14,4.48,2.86,32.4,48.4168,64.2859,-15.8691,74.75,1.7,-95.9,1,46.4,-15.0,19.7,2357.3,2372.6,2394.4,2335.5,2320.2,Accumulation,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",,35.27,75.0,Automobile and Auto Components
EIDPARRY,797.3,STRONG BUY,86,855.51,762.37,55.3,44.5,47.1,17.5,1.43,-1.6,5.01,-7.62,29.7,8.3848,8.5911,-0.2064,23.28,37.1,-44.5,1,65.2,-33.4,14.2,798.02,809.28,821.27,786.03,774.77,Consolidation,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",,23.65,0.0,Fast Moving Consumer Goods
SUPREMEIND,3642.0,STRONG BUY,86,3857.53,3512.68,64.1,50.5,42.4,19.1,0.76,-0.22,6.08,2.4,44.3,54.7492,37.978,16.7712,86.21,97.8,-11.3,1,91.7,-21.1,16.0,3640.93,3675.87,3709.73,3607.07,3572.13,Accumulation,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",,1.47,100.0,Capital Goods
INDIANB,876.9,STRONG BUY,86,923.96,848.66,56.8,56.9,52.2,24.1,0.44,0.68,3.74,3.35,9.3,11.8326,12.8334,-1.0008,18.83,13.0,-40.5,1,62.4,-10.5,39.4,876.1,881.7,886.5,871.3,865.7,Accumulation,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",16.2,,209.0,Financial Services
MAZDOCK,2552.0,STRONG BUY,86,2700.12,2463.13,60.7,54.6,48.5,29.4,0.52,-0.7,4.03,3.32,38.3,46.7046,37.2565,9.4482,59.25,68.3,-25.0,1,68.3,-16.0,24.3,2563.33,2584.67,2617.33,2530.67,2509.33,Accumulation,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",,4.48,81.0,Capital Goods
M&M,3412.2,STRONG BUY,86,3577.93,3312.76,57.1,58.9,70.0,29.6,0.72,-0.37,5.63,2.69,20.7,58.1049,70.0076,-11.9027,66.29,12.2,-74.9,1,54.7,-10.2,19.1,3426.1,3440.0,3467.8,3398.3,3384.4,Accumulation,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",,125.28,97.0,Automobile and Auto Components
PNB,116.55,STRONG BUY,86,121.83,113.38,59.9,61.4,41.4,29.7,1.07,-1.23,5.67,3.46,6.0,2.292,2.3251,-0.033,2.11,19.3,-41.0,1,67.2,-11.3,21.8,116.49,117.58,118.6,115.47,114.38,Accumulation,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",15.0,,254.0,Financial Services
BSOFT,303.75,STRONG BUY,86,328.43,288.94,47.2,45.1,22.3,25.2,0.4,-1.7,1.23,-15.48,14.7,2.3338,3.9227,-1.5889,9.87,7.0,-94.6,1,26.6,-35.0,14.1,305.73,309.27,314.78,300.22,296.68,Consolidation,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",,3.42,210.0,Information Technology
ASHOKLEY,173.0,STRONG BUY,86,184.09,166.34,56.7,54.9,49.9,21.5,0.29,-0.46,6.19,3.14,29.1,4.0261,4.4752,-0.4491,4.44,1.9,-74.9,1,56.6,-18.3,40.8,173.0,173.69,174.39,172.3,171.61,Accumulation,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",,344.74,202.0,Capital Goods
JSWDULUX,3118.8,STRONG BUY,85,3327.56,2993.54,55.0,55.5,58.6,26.7,0.9,1.06,1.35,2.56,7.2,24.7963,17.6335,7.1628,83.5,47.7,-36.3,-1,72.1,-15.4,18.8,3111.17,3149.43,3180.07,3080.53,3042.27,Markup,"Value+Momentum, MTF Alignment, Rel Strong",None,"Value+Momentum, MTF Alignment, Rel Strong",,,0.0,Consumer Durables
KEI,5527.6,STRONG BUY,84,5923.53,5290.04,53.5,65.5,48.5,32.2,0.55,-2.6,3.95,16.9,53.2,151.066,145.7522,5.3138,158.37,32.8,-53.2,1,56.0,-6.3,48.4,5588.07,5683.53,5839.47,5432.13,5336.67,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,3.8,8.0,Capital Goods
ANTHEM,871.45,STRONG BUY,84,929.46,836.64,62.5,70.8,50.0,37.9,1.25,-0.35,9.03,21.9,85.9,27.1163,26.4509,0.6654,23.21,7.8,-34.6,1,66.4,-3.6,50.9,878.42,887.93,904.42,861.93,852.42,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,1.77,23.0,Healthcare
PGEL,600.55,STRONG BUY,84,648.15,571.99,50.5,55.1,63.3,22.0,0.49,-0.25,2.69,7.94,83.2,5.5676,9.399,-3.8314,19.04,10.6,-73.0,1,34.3,-6.8,37.6,603.55,607.0,613.45,597.1,593.65,Markup,"Supertrend Bull, EMA Ribbon Bull, StochRSI Reversal, OBV Confirm",None,"Supertrend Bull, EMA Ribbon Bull, StochRSI Reversal, OBV Confirm",,19.57,4.0,Consumer Durables
ICICIBANK,1420.0,STRONG BUY,83,1471.51,1389.1,51.8,61.3,66.2,17.8,0.43,0.57,1.42,5.83,18.2,3.1224,8.3515,-5.2291,20.6,15.8,-58.4,1,39.2,-3.2,20.6,1417.07,1422.93,1425.87,1414.13,1408.27,Markup,"Value+Momentum, Supertrend Bull, StochRSI Reversal",None,"Value+Momentum, Supertrend Bull, StochRSI Reversal",16.1,,85.0,Financial Services
JMFINANCIL,128.24,STRONG BUY,83,137.8,122.51,54.2,47.9,71.2,8.7,0.59,-0.71,1.93,-2.16,11.5,0.8261,0.6036,0.2225,3.82,56.1,-39.1,1,71.0,-34.2,16.3,129.14,130.29,132.33,127.1,125.95,Consolidation,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",None,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",,102.44,135.0,Financial Services
BEML,1935.4,STRONG BUY,81,2081.25,1847.89,61.6,55.7,45.3,24.3,0.5,-1.4,7.01,9.7,90.5,46.2455,30.0408,16.2047,58.34,93.6,-15.4,1,76.3,-14.7,43.0,1945.1,1960.0,1984.6,1920.5,1905.6,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,10.53,66.0,Capital Goods
CARBORUNIV,1169.8,STRONG BUY,81,1287.01,1099.47,59.2,63.3,45.9,25.6,3.17,2.83,5.03,24.75,105.5,15.3373,11.5868,3.7505,46.89,34.7,-25.2,1,86.1,-10.3,59.5,1167.8,1209.0,1248.2,1128.6,1087.4,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,10.29,35.0,Capital Goods
IFCI,80.91,STRONG BUY,81,87.73,76.82,62.4,58.7,46.3,16.6,0.57,-1.04,5.21,29.63,122.6,1.7639,0.9844,0.7795,2.73,94.4,-28.6,1,82.8,-15.5,75.0,81.26,81.96,83.0,80.22,79.52,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,,0.0,Financial Services
SARDAEN,510.6,STRONG BUY,81,546.68,488.95,51.1,51.9,68.9,18.2,0.26,0.25,0.78,-1.55,15.9,1.956,1.0041,0.9519,14.43,51.9,-54.8,1,53.3,-19.9,13.1,513.67,518.83,527.07,505.43,500.27,Consolidation,"Value+Momentum, Supertrend Bull, OBV Confirm",None,"Value+Momentum, Supertrend Bull, OBV Confirm",,35.2,39.0,Metals & Mining
HONASA,481.9,STRONG BUY,81,522.08,457.79,58.3,79.5,47.4,21.6,0.52,-0.39,5.94,38.98,62.3,8.6219,8.2616,0.3603,16.07,20.0,-49.8,1,73.2,-5.5,94.0,484.83,490.57,499.23,476.17,470.43,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,9.59,62.0,Fast Moving Consumer Goods
GRANULES,858.15,STRONG BUY,81,921.34,820.23,54.0,66.8,38.1,18.0,0.66,1.97,2.71,26.85,31.9,3.5929,5.2733,-1.6804,25.28,31.7,-40.7,-1,69.4,-5.5,90.0,855.52,867.43,876.72,846.23,834.32,Markup,"Value+Momentum, EMA Ribbon Bull, OBV Confirm",None,"Value+Momentum, EMA Ribbon Bull, OBV Confirm",,29.73,21.0,Healthcare
NIACL,184.13,STRONG BUY,81,198.7,175.39,57.6,56.9,31.1,26.0,0.22,0.57,2.9,15.16,39.9,2.5202,1.777,0.7432,5.83,81.8,-29.0,1,74.5,-14.8,58.7,184.18,186.25,188.37,182.06,179.99,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,,82.0,Financial Services
NEWGEN,522.7,STRONG BUY,81,576.81,490.24,46.4,49.4,57.5,17.0,0.22,-0.88,1.59,-11.09,23.2,1.8871,7.2181,-5.331,21.64,8.1,-92.9,1,21.2,-49.3,31.8,524.42,527.98,533.27,519.13,515.57,Consolidation,"Value+Momentum, Supertrend Bull, OBV Confirm",None,"Value+Momentum, Supertrend Bull, OBV Confirm",,2.21,114.0,Information Technology
ABCAPITAL,413.0,STRONG BUY,81,438.08,397.95,56.1,65.0,75.5,11.7,0.93,0.98,3.6,15.58,25.9,2.3257,3.3646,-1.039,10.03,33.8,-41.0,1,65.2,-4.1,51.4,411.23,414.77,416.53,409.47,405.93,Markup,"Supertrend Bull, EMA Ribbon Bull, StochRSI Reversal, OBV Confirm",None,"Supertrend Bull, EMA Ribbon Bull, StochRSI Reversal, OBV Confirm",,495.94,0.0,Financial Services
AARTIIND,527.2,STRONG BUY,81,568.23,502.58,61.7,66.2,41.4,25.4,0.55,1.37,7.29,20.6,36.6,12.0775,10.6463,1.4312,16.41,52.7,-23.7,1,75.2,-2.7,56.0,525.77,535.13,543.07,517.83,508.47,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,83.39,19.0,Chemicals
MRPL,176.81,STRONG BUY,81,195.87,165.38,56.6,53.7,38.3,25.1,0.49,1.63,7.85,6.92,10.0,3.405,3.3324,0.0726,7.62,54.6,-43.8,1,75.0,-16.6,49.9,175.91,178.08,179.34,174.65,172.48,Accumulation,"Value+Momentum, Supertrend Bull, OBV Confirm",None,"Value+Momentum, Supertrend Bull, OBV Confirm",,108.06,227.0,Oil Gas & Consumable Fuels
AUBANK,1108.2,STRONG BUY,81,1167.89,1072.39,64.0,61.2,71.6,24.5,1.2,1.86,5.81,12.13,29.0,15.4724,13.3861,2.0863,23.87,52.5,0.0,1,98.5,0.0,62.6,1100.1,1116.3,1124.4,1092.0,1075.8,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,,9.0,Financial Services
TATATECH,820.75,STRONG BUY,81,893.49,777.11,55.5,72.0,57.3,22.7,0.26,-0.39,7.7,24.83,59.0,25.0953,28.1015,-3.0062,29.09,5.4,-49.8,1,57.2,-7.9,64.2,819.48,825.97,831.18,814.27,807.78,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,23.91,101.0,Information Technology
BLUEJET,596.15,STRONG BUY,81,646.13,566.16,54.3,58.2,56.8,24.5,0.34,0.14,4.49,22.05,44.1,6.9533,8.7317,-1.7783,19.99,27.3,-40.0,1,55.7,-24.3,83.4,596.2,601.4,606.65,590.95,585.75,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,3.1,20.0,Healthcare
HFCL,228.01,STRONG BUY,81,251.98,213.63,60.0,76.4,71.7,20.2,0.52,1.84,8.44,89.35,59.8,6.2899,4.6829,1.6071,9.59,71.4,-18.7,1,80.2,-2.7,281.2,226.61,230.2,232.38,224.43,220.84,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,38.32,4.0,Telecommunication
SOLARINDS,19900.0,STRONG BUY,81,21316.69,19049.99,62.1,71.2,70.6,16.2,0.63,0.71,7.52,30.0,90.1,441.6505,357.2433,84.4072,566.67,44.1,-20.0,1,78.4,-2.6,71.0,19881.33,20111.67,20323.33,19669.67,19439.33,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,23.27,6.0,Chemicals
PETRONET,293.0,STRONG BUY,81,308.23,283.86,66.3,53.8,35.1,18.3,0.9,0.55,4.36,5.84,10.3,3.0539,1.7157,1.3382,6.09,100.0,-3.6,1,105.6,-9.2,25.9,292.08,294.42,295.83,290.67,288.33,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,10.51,347.0,Oil Gas & Consumable Fuels
CHOLAFIN,1862.9,STRONG BUY,81,1974.65,1795.85,52.3,64.3,69.3,17.8,0.61,-1.38,3.16,11.54,27.5,28.3739,35.9371,-7.5633,44.7,7.9,-90.1,1,47.4,-4.6,43.4,1869.33,1883.67,1904.43,1848.57,1834.23,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,695.28,7.0,Financial Services
POWERINDIA,34190.0,STRONG BUY,81,37128.16,32427.1,52.7,62.3,71.4,20.0,0.74,2.05,2.01,26.15,134.2,471.0679,426.1915,44.8764,1175.26,22.1,-43.9,1,60.8,-11.8,112.3,34063.33,34876.67,35563.33,33376.67,32563.33,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,1.66,2.0,Capital Goods
RBLBANK,392.5,STRONG BUY,81,412.24,380.66,63.6,63.7,58.0,19.6,0.57,0.05,5.16,18.95,31.6,5.5513,5.4977,0.0537,7.9,51.8,-7.9,1,78.6,-0.4,62.4,390.98,394.27,396.03,389.22,385.93,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,,33.0,Financial Services
CAPLIPOINT,2560.8,STRONG BUY,81,2773.18,2433.37,52.0,65.5,62.9,21.4,0.47,1.23,0.59,27.38,29.3,3.5475,8.8426,-5.2951,84.95,53.8,-38.4,1,52.2,-5.1,71.0,2551.8,2578.7,2596.6,2533.9,2507.0,Markup,"Value+Momentum, Supertrend Bull, OBV Confirm",None,"Value+Momentum, Supertrend Bull, OBV Confirm",,0.13,32.0,Healthcare
SAIL,173.46,STRONG BUY,81,187.43,165.08,53.4,50.7,64.2,15.8,0.83,-0.82,1.9,7.01,16.6,0.9161,0.5494,0.3667,5.59,55.4,-31.1,1,63.5,-17.3,48.7,174.49,175.97,178.47,171.99,170.51,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,52.9,93.0,Metals & Mining
ANANTRAJ,625.0,STRONG BUY,81,671.78,596.93,58.5,61.7,66.2,24.7,0.55,-1.4,7.72,15.47,38.2,12.9559,14.4927,-1.5368,18.71,60.4,-43.1,1,61.4,-15.8,55.3,630.32,637.63,650.27,617.68,610.37,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,11.7,16.0,Realty
LICI,422.25,STRONG BUY,81,445.37,408.38,55.8,50.6,38.3,16.7,0.54,0.78,0.17,2.82,8.8,-1.4139,-3.4194,2.0056,9.25,95.1,-9.1,1,69.9,-7.8,19.8,422.57,425.58,428.92,419.23,416.22,Accumulation,"Value+Momentum, Supertrend Bull, OBV Confirm",None,"Value+Momentum, Supertrend Bull, OBV Confirm",,0.43,242.0,Financial Services
IDEA,13.94,STRONG BUY,80,14.95,13.33,58.0,62.2,29.5,29.1,0.5,-0.64,1.0,19.19,4.0,0.1248,-0.0203,0.1452,0.4,83.9,-21.6,1,81.1,-9.1,115.8,13.98,14.05,14.15,13.88,13.81,Markup,"Value+Momentum, Supertrend Bull, Rel Strong",None,"Value+Momentum, Supertrend Bull, Rel Strong",,,0.0,Telecommunication
CASTROLIND,187.77,WEAK BUY,79,191.83,185.33,64.7,66.5,26.1,56.9,0.3,-0.42,3.7,5.74,17.5,2.3833,2.2191,0.1642,2.26,29.9,-28.9,1,70.1,-5.6,14.1,188.03,188.85,189.94,186.94,186.12,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm",57.0,2.78,662.0,Oil Gas & Consumable Fuels
BAJAJFINSV,2032.5,WEAK BUY,79,2100.5,1991.7,61.2,59.9,69.1,27.1,0.61,0.82,6.76,6.64,32.2,33.702,41.8188,-8.1169,37.78,11.6,-64.4,1,58.2,-7.3,27.4,2023.33,2041.67,2050.83,2014.17,1995.83,Accumulation,"Supertrend Bull, StochRSI Reversal, OBV Confirm, Rel Strong",None,"Supertrend Bull, StochRSI Reversal, OBV Confirm, Rel Strong",,256.4,6.0,Financial Services
ABB,7424.0,WEAK BUY,79,7746.59,7230.45,49.7,64.5,63.5,35.8,0.28,-0.74,2.75,19.83,99.9,87.6869,125.8818,-38.1948,179.21,4.7,-92.5,1,40.7,-5.2,62.6,7458.0,7511.0,7598.0,7371.0,7318.0,Consolidation,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm",19.1,1.55,53.0,Capital Goods
APOLLOTYRE,439.7,WEAK BUY,78,456.73,429.48,54.4,53.9,63.9,12.7,2.1,2.42,1.66,-2.53,16.2,1.8466,3.1752,-1.3286,9.46,18.5,-48.2,1,59.5,-17.6,21.1,436.78,445.82,451.93,430.67,421.63,Consolidation,"Value+Momentum, Supertrend Bull, OBV Confirm",None,"Value+Momentum, Supertrend Bull, OBV Confirm",,21.99,257.0,Automobile and Auto Components
DATAPATTNS,4829.9,WEAK BUY,78,5172.5,4624.34,62.7,60.4,50.7,12.8,2.62,2.76,7.69,37.59,102.8,89.42,51.6349,37.7851,190.33,90.9,-23.4,1,104.4,-3.4,127.1,4853.33,4976.57,5123.23,4706.67,4583.43,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",,0.3,21.0,Capital Goods
DLF,678.1,WEAK BUY,78,707.66,660.37,60.0,56.9,56.4,11.8,0.74,0.29,4.88,7.84,37.4,8.1661,6.9125,1.2536,16.42,96.8,-12.9,1,90.4,-13.6,40.3,679.27,683.28,688.47,674.08,670.07,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm, Rel Strong",10.1,0.67,118.0,Realty
CDSL,1388.9,WEAK BUY,78,1441.04,1357.62,61.4,51.9,48.6,12.3,3.31,3.19,3.52,3.42,60.7,4.9765,2.6063,2.3702,28.96,57.7,-14.4,1,132.2,-16.3,25.6,1378.87,1411.83,1434.77,1355.93,1322.97,Accumulation,"Supertrend Bull, EMA Cross, OBV Confirm, Low Debt Quality",None,"Supertrend Bull, EMA Cross, OBV Confirm, Low Debt Quality",23.9,0.11,95.0,Financial Services
CHOICEIN,808.6,WEAK BUY,78,836.76,791.7,51.7,57.5,66.8,19.1,0.48,-0.14,2.62,8.34,69.6,4.6248,9.1613,-4.5365,15.65,13.4,-77.5,1,39.8,-6.0,42.2,810.45,813.95,819.3,805.1,801.6,Markup,"Supertrend Bull, EMA Ribbon Bull, StochRSI Reversal",None,"Supertrend Bull, EMA Ribbon Bull, StochRSI Reversal",,49.77,0.0,Financial Services
CANBK,129.96,WEAK BUY,78,134.59,127.18,53.4,51.1,53.5,11.3,0.46,0.28,1.18,-4.4,5.9,0.7648,0.78,-0.0151,2.57,22.8,-46.0,1,60.9,-17.6,29.6,129.47,130.45,130.93,128.99,128.01,Consolidation,"Value+Momentum, Supertrend Bull, OBV Confirm",None,"Value+Momentum, Supertrend Bull, OBV Confirm",,,325.0,Financial Services
BERGEPAINT,524.4,WEAK BUY,78,552.13,507.76,48.9,60.5,63.8,30.9,0.3,-0.79,1.38,5.17,50.2,7.3359,9.1952,-1.8593,15.41,0.0,-94.5,1,39.9,-11.1,35.1,525.53,529.07,533.73,520.87,517.33,Accumulation,"Supertrend Bull, EMA Ribbon Bull, Rel Strong",None,"Supertrend Bull, EMA Ribbon Bull, Rel Strong",,9.16,76.0,Consumer Durables
INFY,1121.0,WEAK BUY,77,1170.18,1091.49,47.1,47.7,27.8,13.5,0.52,-0.8,1.87,-14.02,14.3,7.8897,15.7279,-7.8381,27.32,11.3,-89.7,1,26.1,-33.7,14.1,1124.17,1130.33,1139.67,1114.83,1108.67,Consolidation,"Value+Momentum, Supertrend Bull, Rel Strong",None,"Value+Momentum, Supertrend Bull, Rel Strong",32.0,9.54,447.0,Information Technology
VEDL,279.0,WEAK BUY,76,292.5,270.9,55.3,32.9,48.1,17.0,1.95,4.1,1.57,-43.51,12.3,-1.7694,-2.7839,1.0145,7.5,39.4,-29.5,1,84.0,-64.9,11.7,275.9,282.8,286.6,272.1,265.2,Consolidation,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong",EMA Ribbon Bear,"Value+Momentum, Supertrend Bull, OBV Confirm, Rel Strong, EMA Ribbon Bear",,48.04,1295.0,Metals & Mining
PCBL,317.55,WEAK BUY,76,338.21,305.15,49.2,53.3,64.5,25.8,0.17,-0.72,0.54,7.4,49.2,1.2167,2.0464,-0.8296,11.48,62.8,-66.1,1,38.4,-23.2,42.2,319.05,321.45,325.35,315.15,312.75,Accumulation,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm",,124.13,141.0,Chemicals
BHEL,413.0,WEAK BUY,76,434.17,400.3,50.1,65.6,63.9,21.9,0.46,-0.12,1.51,26.3,59.8,3.6541,3.9389,-0.2848,11.76,22.8,-64.2,1,49.0,-7.5,102.0,412.92,416.73,420.47,409.18,405.37,Markup,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm",None,"Supertrend Bull, EMA Ribbon Bull, OBV Confirm",,31.31,34.0,Capital Goods
